grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-02635,PHA-PHO,MED-MET,0.001,2300,0.01,0.023,2.277,sample_return_phase_supported,specific mineral and abundance required
BMG-02636,PHA-PHO,MED-MET,0.001,2300,0.05,0.115,2.185,sample_return_phase_supported,specific mineral and abundance required
BMG-02637,PHA-PHO,MED-MET,0.001,2300,0.1,0.23,2.07,sample_return_phase_supported,specific mineral and abundance required
BMG-02638,PHA-PHO,MED-MET,0.001,2300,0.25,0.575,1.725,sample_return_phase_supported,specific mineral and abundance required
BMG-02639,PHA-PHO,MED-MET,0.001,2300,0.5,1.15,1.15,sample_return_phase_supported,specific mineral and abundance required
BMG-02640,PHA-PHO,MED-ANT,0.001,1500,0.001,0.0015,1.4985,sample_return_phase_supported,specific mineral and abundance required
BMG-02641,PHA-PHO,MED-ANT,0.001,1500,0.005,0.0075,1.4925,sample_return_phase_supported,specific mineral and abundance required
BMG-02642,PHA-PHO,MED-ANT,0.001,1500,0.01,0.015,1.485,sample_return_phase_supported,specific mineral and abundance required
BMG-02643,PHA-PHO,MED-ANT,0.001,1500,0.05,0.075,1.425,sample_return_phase_supported,specific mineral and abundance required
BMG-02644,PHA-PHO,MED-ANT,0.001,1500,0.1,0.15,1.35,sample_return_phase_supported,specific mineral and abundance required
BMG-02645,PHA-PHO,MED-ANT,0.001,1500,0.25,0.375,1.125,sample_return_phase_supported,specific mineral and abundance required
BMG-02646,PHA-PHO,MED-ANT,0.001,1500,0.5,0.75,0.75,sample_return_phase_supported,specific mineral and abundance required
BMG-02647,PHA-PHO,MED-GLS,0.001,1550,0.001,0.00155,1.54845,sample_return_phase_supported,specific mineral and abundance required
BMG-02648,PHA-PHO,MED-GLS,0.001,1550,0.005,0.00775,1.54225,sample_return_phase_supported,specific mineral and abundance required
BMG-02649,PHA-PHO,MED-GLS,0.001,1550,0.01,0.0155,1.5345,sample_return_phase_supported,specific mineral and abundance required
BMG-02650,PHA-PHO,MED-GLS,0.001,1550,0.05,0.0775,1.4725,sample_return_phase_supported,specific mineral and abundance required
BMG-02651,PHA-PHO,MED-GLS,0.001,1550,0.1,0.155,1.395,sample_return_phase_supported,specific mineral and abundance required
BMG-02652,PHA-PHO,MED-GLS,0.001,1550,0.25,0.3875,1.1625,sample_return_phase_supported,specific mineral and abundance required
BMG-02653,PHA-PHO,MED-GLS,0.001,1550,0.5,0.775,0.775,sample_return_phase_supported,specific mineral and abundance required
BMG-02654,PHA-PHO,MED-ICY,0.001,900,0.001,0.0009,0.8991,sample_return_phase_supported,specific mineral and abundance required
BMG-02655,PHA-PHO,MED-ICY,0.001,900,0.005,0.0045,0.8955,sample_return_phase_supported,specific mineral and abundance required
BMG-02656,PHA-PHO,MED-ICY,0.001,900,0.01,0.009,0.891,sample_return_phase_supported,specific mineral and abundance required
BMG-02657,PHA-PHO,MED-ICY,0.001,900,0.05,0.045,0.855,sample_return_phase_supported,specific mineral and abundance required
BMG-02658,PHA-PHO,MED-ICY,0.001,900,0.1,0.09,0.81,sample_return_phase_supported,specific mineral and abundance required
BMG-02659,PHA-PHO,MED-ICY,0.001,900,0.25,0.225,0.675,sample_return_phase_supported,specific mineral and abundance required
BMG-02660,PHA-PHO,MED-ICY,0.001,900,0.5,0.45,0.45,sample_return_phase_supported,specific mineral and abundance required
BMG-02661,PHA-HAL,MED-GRV,0.001,1600,0.001,0.0016,1.5984,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02662,PHA-HAL,MED-GRV,0.001,1600,0.005,0.008,1.592,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02663,PHA-HAL,MED-GRV,0.001,1600,0.01,0.016,1.584,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02664,PHA-HAL,MED-GRV,0.001,1600,0.05,0.08,1.52,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02665,PHA-HAL,MED-GRV,0.001,1600,0.1,0.16,1.44,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02666,PHA-HAL,MED-GRV,0.001,1600,0.25,0.4,1.2,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02667,PHA-HAL,MED-GRV,0.001,1600,0.5,0.8,0.8,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02668,PHA-HAL,MED-SND,0.001,1650,0.001,0.00165,1.64835,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02669,PHA-HAL,MED-SND,0.001,1650,0.005,0.00825,1.64175,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02670,PHA-HAL,MED-SND,0.001,1650,0.01,0.0165,1.6335,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02671,PHA-HAL,MED-SND,0.001,1650,0.05,0.0825,1.5675,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02672,PHA-HAL,MED-SND,0.001,1650,0.1,0.165,1.485,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02673,PHA-HAL,MED-SND,0.001,1650,0.25,0.4125,1.2375,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02674,PHA-HAL,MED-SND,0.001,1650,0.5,0.825,0.825,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02675,PHA-HAL,MED-CLY,0.001,1800,0.001,0.0018,1.7982,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02676,PHA-HAL,MED-CLY,0.001,1800,0.005,0.009,1.791,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02677,PHA-HAL,MED-CLY,0.001,1800,0.01,0.018,1.782,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02678,PHA-HAL,MED-CLY,0.001,1800,0.05,0.09,1.71,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02679,PHA-HAL,MED-CLY,0.001,1800,0.1,0.18,1.62,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02680,PHA-HAL,MED-CLY,0.001,1800,0.25,0.45,1.35,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02681,PHA-HAL,MED-CLY,0.001,1800,0.5,0.9,0.9,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02682,PHA-HAL,MED-BCL,0.001,1900,0.001,0.0019,1.8981,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02683,PHA-HAL,MED-BCL,0.001,1900,0.005,0.0095,1.8905,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02684,PHA-HAL,MED-BCL,0.001,1900,0.01,0.019,1.881,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02685,PHA-HAL,MED-BCL,0.001,1900,0.05,0.095,1.805,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02686,PHA-HAL,MED-BCL,0.001,1900,0.1,0.19,1.71,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02687,PHA-HAL,MED-BCL,0.001,1900,0.25,0.475,1.425,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02688,PHA-HAL,MED-BCL,0.001,1900,0.5,0.95,0.95,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02689,PHA-HAL,MED-BAS,0.001,1700,0.001,0.0017,1.6983,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02690,PHA-HAL,MED-BAS,0.001,1700,0.005,0.0085,1.6915,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02691,PHA-HAL,MED-BAS,0.001,1700,0.01,0.017,1.683,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02692,PHA-HAL,MED-BAS,0.001,1700,0.05,0.085,1.615,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02693,PHA-HAL,MED-BAS,0.001,1700,0.1,0.17,1.53,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02694,PHA-HAL,MED-BAS,0.001,1700,0.25,0.425,1.275,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02695,PHA-HAL,MED-BAS,0.001,1700,0.5,0.85,0.85,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02696,PHA-HAL,MED-CAR,0.001,1300,0.001,0.0013,1.2987,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02697,PHA-HAL,MED-CAR,0.001,1300,0.005,0.0065,1.2935,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02698,PHA-HAL,MED-CAR,0.001,1300,0.01,0.013,1.287,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02699,PHA-HAL,MED-CAR,0.001,1300,0.05,0.065,1.235,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02700,PHA-HAL,MED-CAR,0.001,1300,0.1,0.13,1.17,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02701,PHA-HAL,MED-CAR,0.001,1300,0.25,0.325,0.975,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02702,PHA-HAL,MED-CAR,0.001,1300,0.5,0.65,0.65,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02703,PHA-HAL,MED-MET,0.001,2300,0.001,0.0023,2.2977,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02704,PHA-HAL,MED-MET,0.001,2300,0.005,0.0115,2.2885,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02705,PHA-HAL,MED-MET,0.001,2300,0.01,0.023,2.277,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02706,PHA-HAL,MED-MET,0.001,2300,0.05,0.115,2.185,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02707,PHA-HAL,MED-MET,0.001,2300,0.1,0.23,2.07,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02708,PHA-HAL,MED-MET,0.001,2300,0.25,0.575,1.725,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02709,PHA-HAL,MED-MET,0.001,2300,0.5,1.15,1.15,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02710,PHA-HAL,MED-ANT,0.001,1500,0.001,0.0015,1.4985,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02711,PHA-HAL,MED-ANT,0.001,1500,0.005,0.0075,1.4925,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02712,PHA-HAL,MED-ANT,0.001,1500,0.01,0.015,1.485,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02713,PHA-HAL,MED-ANT,0.001,1500,0.05,0.075,1.425,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02714,PHA-HAL,MED-ANT,0.001,1500,0.1,0.15,1.35,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02715,PHA-HAL,MED-ANT,0.001,1500,0.25,0.375,1.125,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02716,PHA-HAL,MED-ANT,0.001,1500,0.5,0.75,0.75,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02717,PHA-HAL,MED-GLS,0.001,1550,0.001,0.00155,1.54845,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02718,PHA-HAL,MED-GLS,0.001,1550,0.005,0.00775,1.54225,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02719,PHA-HAL,MED-GLS,0.001,1550,0.01,0.0155,1.5345,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02720,PHA-HAL,MED-GLS,0.001,1550,0.05,0.0775,1.4725,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02721,PHA-HAL,MED-GLS,0.001,1550,0.1,0.155,1.395,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02722,PHA-HAL,MED-GLS,0.001,1550,0.25,0.3875,1.1625,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02723,PHA-HAL,MED-GLS,0.001,1550,0.5,0.775,0.775,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02724,PHA-HAL,MED-ICY,0.001,900,0.001,0.0009,0.8991,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02725,PHA-HAL,MED-ICY,0.001,900,0.005,0.0045,0.8955,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02726,PHA-HAL,MED-ICY,0.001,900,0.01,0.009,0.891,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02727,PHA-HAL,MED-ICY,0.001,900,0.05,0.045,0.855,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02728,PHA-HAL,MED-ICY,0.001,900,0.1,0.09,0.81,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02729,PHA-HAL,MED-ICY,0.001,900,0.25,0.225,0.675,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02730,PHA-HAL,MED-ICY,0.001,900,0.5,0.45,0.45,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02731,PHA-SYL,MED-GRV,0.001,1600,0.001,0.0016,1.5984,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02732,PHA-SYL,MED-GRV,0.001,1600,0.005,0.008,1.592,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02733,PHA-SYL,MED-GRV,0.001,1600,0.01,0.016,1.584,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02734,PHA-SYL,MED-GRV,0.001,1600,0.05,0.08,1.52,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02735,PHA-SYL,MED-GRV,0.001,1600,0.1,0.16,1.44,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02736,PHA-SYL,MED-GRV,0.001,1600,0.25,0.4,1.2,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02737,PHA-SYL,MED-GRV,0.001,1600,0.5,0.8,0.8,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02738,PHA-SYL,MED-SND,0.001,1650,0.001,0.00165,1.64835,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02739,PHA-SYL,MED-SND,0.001,1650,0.005,0.00825,1.64175,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02740,PHA-SYL,MED-SND,0.001,1650,0.01,0.0165,1.6335,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02741,PHA-SYL,MED-SND,0.001,1650,0.05,0.0825,1.5675,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02742,PHA-SYL,MED-SND,0.001,1650,0.1,0.165,1.485,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02743,PHA-SYL,MED-SND,0.001,1650,0.25,0.4125,1.2375,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02744,PHA-SYL,MED-SND,0.001,1650,0.5,0.825,0.825,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02745,PHA-SYL,MED-CLY,0.001,1800,0.001,0.0018,1.7982,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02746,PHA-SYL,MED-CLY,0.001,1800,0.005,0.009,1.791,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02747,PHA-SYL,MED-CLY,0.001,1800,0.01,0.018,1.782,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02748,PHA-SYL,MED-CLY,0.001,1800,0.05,0.09,1.71,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02749,PHA-SYL,MED-CLY,0.001,1800,0.1,0.18,1.62,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02750,PHA-SYL,MED-CLY,0.001,1800,0.25,0.45,1.35,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02751,PHA-SYL,MED-CLY,0.001,1800,0.5,0.9,0.9,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02752,PHA-SYL,MED-BCL,0.001,1900,0.001,0.0019,1.8981,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02753,PHA-SYL,MED-BCL,0.001,1900,0.005,0.0095,1.8905,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02754,PHA-SYL,MED-BCL,0.001,1900,0.01,0.019,1.881,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02755,PHA-SYL,MED-BCL,0.001,1900,0.05,0.095,1.805,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02756,PHA-SYL,MED-BCL,0.001,1900,0.1,0.19,1.71,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02757,PHA-SYL,MED-BCL,0.001,1900,0.25,0.475,1.425,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02758,PHA-SYL,MED-BCL,0.001,1900,0.5,0.95,0.95,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02759,PHA-SYL,MED-BAS,0.001,1700,0.001,0.0017,1.6983,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02760,PHA-SYL,MED-BAS,0.001,1700,0.005,0.0085,1.6915,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02761,PHA-SYL,MED-BAS,0.001,1700,0.01,0.017,1.683,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02762,PHA-SYL,MED-BAS,0.001,1700,0.05,0.085,1.615,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02763,PHA-SYL,MED-BAS,0.001,1700,0.1,0.17,1.53,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02764,PHA-SYL,MED-BAS,0.001,1700,0.25,0.425,1.275,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02765,PHA-SYL,MED-BAS,0.001,1700,0.5,0.85,0.85,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02766,PHA-SYL,MED-CAR,0.001,1300,0.001,0.0013,1.2987,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02767,PHA-SYL,MED-CAR,0.001,1300,0.005,0.0065,1.2935,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02768,PHA-SYL,MED-CAR,0.001,1300,0.01,0.013,1.287,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02769,PHA-SYL,MED-CAR,0.001,1300,0.05,0.065,1.235,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02770,PHA-SYL,MED-CAR,0.001,1300,0.1,0.13,1.17,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02771,PHA-SYL,MED-CAR,0.001,1300,0.25,0.325,0.975,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02772,PHA-SYL,MED-CAR,0.001,1300,0.5,0.65,0.65,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02773,PHA-SYL,MED-MET,0.001,2300,0.001,0.0023,2.2977,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02774,PHA-SYL,MED-MET,0.001,2300,0.005,0.0115,2.2885,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02775,PHA-SYL,MED-MET,0.001,2300,0.01,0.023,2.277,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02776,PHA-SYL,MED-MET,0.001,2300,0.05,0.115,2.185,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02777,PHA-SYL,MED-MET,0.001,2300,0.1,0.23,2.07,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02778,PHA-SYL,MED-MET,0.001,2300,0.25,0.575,1.725,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02779,PHA-SYL,MED-MET,0.001,2300,0.5,1.15,1.15,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02780,PHA-SYL,MED-ANT,0.001,1500,0.001,0.0015,1.4985,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02781,PHA-SYL,MED-ANT,0.001,1500,0.005,0.0075,1.4925,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02782,PHA-SYL,MED-ANT,0.001,1500,0.01,0.015,1.485,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02783,PHA-SYL,MED-ANT,0.001,1500,0.05,0.075,1.425,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02784,PHA-SYL,MED-ANT,0.001,1500,0.1,0.15,1.35,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02785,PHA-SYL,MED-ANT,0.001,1500,0.25,0.375,1.125,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02786,PHA-SYL,MED-ANT,0.001,1500,0.5,0.75,0.75,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02787,PHA-SYL,MED-GLS,0.001,1550,0.001,0.00155,1.54845,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02788,PHA-SYL,MED-GLS,0.001,1550,0.005,0.00775,1.54225,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02789,PHA-SYL,MED-GLS,0.001,1550,0.01,0.0155,1.5345,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02790,PHA-SYL,MED-GLS,0.001,1550,0.05,0.0775,1.4725,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02791,PHA-SYL,MED-GLS,0.001,1550,0.1,0.155,1.395,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02792,PHA-SYL,MED-GLS,0.001,1550,0.25,0.3875,1.1625,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02793,PHA-SYL,MED-GLS,0.001,1550,0.5,0.775,0.775,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02794,PHA-SYL,MED-ICY,0.001,900,0.001,0.0009,0.8991,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02795,PHA-SYL,MED-ICY,0.001,900,0.005,0.0045,0.8955,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02796,PHA-SYL,MED-ICY,0.001,900,0.01,0.009,0.891,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02797,PHA-SYL,MED-ICY,0.001,900,0.05,0.045,0.855,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02798,PHA-SYL,MED-ICY,0.001,900,0.1,0.09,0.81,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02799,PHA-SYL,MED-ICY,0.001,900,0.25,0.225,0.675,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02800,PHA-SYL,MED-ICY,0.001,900,0.5,0.45,0.45,sample_return_phase_supported,trace presence is not recoverable resource
BMG-02801,MIX-BAS,MED-GRV,0.001,1600,0.001,0.0016,1.5984,mixture_screening_assumption,assay mix before use
BMG-02802,MIX-BAS,MED-GRV,0.001,1600,0.005,0.008,1.592,mixture_screening_assumption,assay mix before use
BMG-02803,MIX-BAS,MED-GRV,0.001,1600,0.01,0.016,1.584,mixture_screening_assumption,assay mix before use
BMG-02804,MIX-BAS,MED-GRV,0.001,1600,0.05,0.08,1.52,mixture_screening_assumption,assay mix before use
BMG-02805,MIX-BAS,MED-GRV,0.001,1600,0.1,0.16,1.44,mixture_screening_assumption,assay mix before use
BMG-02806,MIX-BAS,MED-GRV,0.001,1600,0.25,0.4,1.2,mixture_screening_assumption,assay mix before use
BMG-02807,MIX-BAS,MED-GRV,0.001,1600,0.5,0.8,0.8,mixture_screening_assumption,assay mix before use
BMG-02808,MIX-BAS,MED-SND,0.001,1650,0.001,0.00165,1.64835,mixture_screening_assumption,assay mix before use
BMG-02809,MIX-BAS,MED-SND,0.001,1650,0.005,0.00825,1.64175,mixture_screening_assumption,assay mix before use
BMG-02810,MIX-BAS,MED-SND,0.001,1650,0.01,0.0165,1.6335,mixture_screening_assumption,assay mix before use
BMG-02811,MIX-BAS,MED-SND,0.001,1650,0.05,0.0825,1.5675,mixture_screening_assumption,assay mix before use
BMG-02812,MIX-BAS,MED-SND,0.001,1650,0.1,0.165,1.485,mixture_screening_assumption,assay mix before use
BMG-02813,MIX-BAS,MED-SND,0.001,1650,0.25,0.4125,1.2375,mixture_screening_assumption,assay mix before use
BMG-02814,MIX-BAS,MED-SND,0.001,1650,0.5,0.825,0.825,mixture_screening_assumption,assay mix before use
BMG-02815,MIX-BAS,MED-CLY,0.001,1800,0.001,0.0018,1.7982,mixture_screening_assumption,assay mix before use
BMG-02816,MIX-BAS,MED-CLY,0.001,1800,0.005,0.009,1.791,mixture_screening_assumption,assay mix before use
BMG-02817,MIX-BAS,MED-CLY,0.001,1800,0.01,0.018,1.782,mixture_screening_assumption,assay mix before use
BMG-02818,MIX-BAS,MED-CLY,0.001,1800,0.05,0.09,1.71,mixture_screening_assumption,assay mix before use
BMG-02819,MIX-BAS,MED-CLY,0.001,1800,0.1,0.18,1.62,mixture_screening_assumption,assay mix before use
BMG-02820,MIX-BAS,MED-CLY,0.001,1800,0.25,0.45,1.35,mixture_screening_assumption,assay mix before use
BMG-02821,MIX-BAS,MED-CLY,0.001,1800,0.5,0.9,0.9,mixture_screening_assumption,assay mix before use
BMG-02822,MIX-BAS,MED-BCL,0.001,1900,0.001,0.0019,1.8981,mixture_screening_assumption,assay mix before use
BMG-02823,MIX-BAS,MED-BCL,0.001,1900,0.005,0.0095,1.8905,mixture_screening_assumption,assay mix before use
BMG-02824,MIX-BAS,MED-BCL,0.001,1900,0.01,0.019,1.881,mixture_screening_assumption,assay mix before use
BMG-02825,MIX-BAS,MED-BCL,0.001,1900,0.05,0.095,1.805,mixture_screening_assumption,assay mix before use
BMG-02826,MIX-BAS,MED-BCL,0.001,1900,0.1,0.19,1.71,mixture_screening_assumption,assay mix before use
BMG-02827,MIX-BAS,MED-BCL,0.001,1900,0.25,0.475,1.425,mixture_screening_assumption,assay mix before use
BMG-02828,MIX-BAS,MED-BCL,0.001,1900,0.5,0.95,0.95,mixture_screening_assumption,assay mix before use
BMG-02829,MIX-BAS,MED-BAS,0.001,1700,0.001,0.0017,1.6983,mixture_screening_assumption,assay mix before use
BMG-02830,MIX-BAS,MED-BAS,0.001,1700,0.005,0.0085,1.6915,mixture_screening_assumption,assay mix before use
BMG-02831,MIX-BAS,MED-BAS,0.001,1700,0.01,0.017,1.683,mixture_screening_assumption,assay mix before use
BMG-02832,MIX-BAS,MED-BAS,0.001,1700,0.05,0.085,1.615,mixture_screening_assumption,assay mix before use
BMG-02833,MIX-BAS,MED-BAS,0.001,1700,0.1,0.17,1.53,mixture_screening_assumption,assay mix before use
BMG-02834,MIX-BAS,MED-BAS,0.001,1700,0.25,0.425,1.275,mixture_screening_assumption,assay mix before use
BMG-02835,MIX-BAS,MED-BAS,0.001,1700,0.5,0.85,0.85,mixture_screening_assumption,assay mix before use
BMG-02836,MIX-BAS,MED-CAR,0.001,1300,0.001,0.0013,1.2987,mixture_screening_assumption,assay mix before use
BMG-02837,MIX-BAS,MED-CAR,0.001,1300,0.005,0.0065,1.2935,mixture_screening_assumption,assay mix before use
BMG-02838,MIX-BAS,MED-CAR,0.001,1300,0.01,0.013,1.287,mixture_screening_assumption,assay mix before use
BMG-02839,MIX-BAS,MED-CAR,0.001,1300,0.05,0.065,1.235,mixture_screening_assumption,assay mix before use
BMG-02840,MIX-BAS,MED-CAR,0.001,1300,0.1,0.13,1.17,mixture_screening_assumption,assay mix before use
BMG-02841,MIX-BAS,MED-CAR,0.001,1300,0.25,0.325,0.975,mixture_screening_assumption,assay mix before use
BMG-02842,MIX-BAS,MED-CAR,0.001,1300,0.5,0.65,0.65,mixture_screening_assumption,assay mix before use
BMG-02843,MIX-BAS,MED-MET,0.001,2300,0.001,0.0023,2.2977,mixture_screening_assumption,assay mix before use
BMG-02844,MIX-BAS,MED-MET,0.001,2300,0.005,0.0115,2.2885,mixture_screening_assumption,assay mix before use
BMG-02845,MIX-BAS,MED-MET,0.001,2300,0.01,0.023,2.277,mixture_screening_assumption,assay mix before use
BMG-02846,MIX-BAS,MED-MET,0.001,2300,0.05,0.115,2.185,mixture_screening_assumption,assay mix before use
BMG-02847,MIX-BAS,MED-MET,0.001,2300,0.1,0.23,2.07,mixture_screening_assumption,assay mix before use
BMG-02848,MIX-BAS,MED-MET,0.001,2300,0.25,0.575,1.725,mixture_screening_assumption,assay mix before use
BMG-02849,MIX-BAS,MED-MET,0.001,2300,0.5,1.15,1.15,mixture_screening_assumption,assay mix before use
BMG-02850,MIX-BAS,MED-ANT,0.001,1500,0.001,0.0015,1.4985,mixture_screening_assumption,assay mix before use
BMG-02851,MIX-BAS,MED-ANT,0.001,1500,0.005,0.0075,1.4925,mixture_screening_assumption,assay mix before use
BMG-02852,MIX-BAS,MED-ANT,0.001,1500,0.01,0.015,1.485,mixture_screening_assumption,assay mix before use
